red,green,blue,red_temp,green_temp,blue_temp
0.0,0.0,0.0,0.0,0.0,0.0
4.063492063492063,4.063492063492063,4.063492063492063,0.0,0.0,0.0
8.126984126984127,8.126984126984127,8.126984126984127,0.0,0.0,0.0
12.19047619047619,12.19047619047619,12.19047619047619,0.0,0.0,0.0
16.253968253968253,16.253968253968253,16.253968253968253,0.0,0.0,0.0
20.317460317460316,20.317460317460316,20.317460317460316,0.0,0.0,0.0
24.38095238095238,24.38095238095238,24.38095238095238,0.0,0.0,0.0
28.444444444444443,28.444444444444443,28.444444444444443,0.0,0.0,0.0
32.507936507936506,32.507936507936506,32.507936507936506,0.0,0.0,0.0
36.57142857142857,36.57142857142857,36.57142857142857,0.0,0.0,0.0
40.63492063492063,40.63492063492063,40.63492063492063,0.0,0.0,0.0
44.698412698412696,44.698412698412696,44.698412698412696,0.0,0.0,0.0
27176.430952379993,19517.830952379925,19973.030952380042,27127.66904761809,19469.06904761802,19924.269047618138
22388.988888888398,16302.638888888376,16365.538888888417,0.0,0.0,0.0
22542.222222221622,15134.472222221759,15530.322222221745,0.0,0.0,0.0
1941.742857142867,1745.6428571428523,1509.1428571428555,0.0,0.0,0.0
9120.462698412613,6057.25019841256,18788.52519841227,0.0,0.0,0.0
342.8833333333326,-276.03166666666743,962.7433333333307,0.0,0.0,0.0
227.27857142857187,208.52857142857212,-190.27142857142738,0.0,0.0,0.0
169.79603174603187,228.5460317460326,-169.70396825396688,0.0,0.0,0.0
122.39206349206367,180.79206349206345,-76.30793650793618,0.0,0.0,0.0
687.6616666666644,334.37666666666297,1603.7666666666582,0.0,0.0,0.0
-616.9893650793695,606.8406349206325,1249.5406349206332,0.0,0.0,0.0
315.61507936507934,-11.234920634920485,-17.084920634920607,0.0,0.0,0.0
603.1738095238095,-142.0761904761904,-166.9261904761904,0.0,0.0,0.0
764.0746031746025,-254.52539682539725,-220.92539682539757,0.0,0.0,0.0
724.6952380952378,-257.25476190476195,-132.30476190476128,0.0,0.0,0.0
924.2214285714276,-338.77857142857147,-244.72857142857163,0.0,0.0,0.0
729.7388888888886,-273.3611111111113,-130.61111111111106,0.0,0.0,0.0
349.6563492063492,-164.29365079365084,167.7063492063493,0.0,0.0,0.0
279.16904761904766,-123.88095238095252,202.5690476190477,0.0,0.0,0.0
290.968253968254,-76.131746031746,158.118253968254,0.0,0.0,0.0
362.34920634920627,-132.05079365079348,157.89920634920648,0.0,0.0,0.0
384.269047619048,-172.580952380952,190.16904761904792,0.0,0.0,0.0
376.33968253968277,-99.71031746031741,133.3896825396826,0.0,0.0,0.0
378.72222222222223,17.12222222222212,27.822222222222024,0.0,0.0,0.0
371.30714285714316,63.05714285714295,-1.792857142856917,0.0,0.0,0.0
446.0071428571431,124.45714285714311,-119.5928571428567,0.0,0.0,0.0
476.1269841269842,197.3269841269842,-203.67301587301543,0.0,0.0,0.0
559.4619047619049,235.26190476190465,-319.938095238095,0.0,0.0,0.0
561.7103174603174,244.96031746031758,-315.18968253968234,0.0,0.0,0.0
600.2436507936512,253.2936507936511,-362.9563492063486,0.0,0.0,0.0
665.3666666666664,275.76666666666677,-427.3333333333335,0.0,0.0,0.0
590.3539682539679,278.6539682539682,-348.59603174603234,0.0,0.0,0.0
664.5492063492057,309.3492063492065,-439.85079365079326,0.0,0.0,0.0
505.3785714285716,270.32857142857165,-228.0714285714286,0.0,0.0,0.0
362.37063492063487,225.02063492063496,-34.029365079365135,0.0,0.0,0.0
304.00476190476195,210.6547619047619,55.10476190476186,0.0,0.0,0.0
-10333.10357142868,-3669.106071428635,2657.2889285714355,0.0,0.0,0.0
-12233.494444444324,-4195.156944444482,3744.8805555555064,-12529.605555555436,-4404.718055555593,3652.0694444443952
-8506.530476190399,-2347.9104761905096,-2594.555476190502,0.0,0.0,0.0
-3363.415476190473,-1716.1654761904701,-250.78047619047678,0.0,0.0,0.0
-15266.747321428804,-340.4310714285911,-10007.749821428437,0.0,0.0,0.0
-2955.435476190484,-877.8504761904792,-665.0704761904816,-3247.5378571428655,-1030.5028571428604,-861.6228571428628
292.56428571428586,158.5142857142858,202.91428571428582,0.0,0.0,0.0
-3058.958730158738,-36.298730158729825,-1340.9487301587305,-3340.4150793650874,-215.65507936507902,-1546.5550793650798
-4243.48733333334,-1944.285333333318,-2724.8173333333325,0.0,0.0,0.0
-475.15476190476136,-701.4197619047634,-622.2547619047631,0.0,0.0,0.0
104.03559523809534,-55.47390476190432,-10.171904761904528,0.0,0.0,0.0
-665.6515873015892,-1290.60158730159,-1086.0015873015907,0.0,0.0,0.0
-945.6404761904782,-1583.0404761904776,-1366.3404761904771,-1189.450000000002,-1826.8500000000015,-1610.150000000001
247.87301587301585,247.87301587301585,247.87301587301585,0.0,0.0,0.0
251.93650793650792,251.93650793650792,251.93650793650792,0.0,0.0,0.0
256.0,256.0,256.0,0.0,0.0,0.0
