red,green,blue,closest_id,closest_dist,r_cluster,g_cluster,b_cluster
100,106,106,120,18.596889777794555,115.16544117647058,95.27044117647057,105.14544117647058
104,110,110,120,19.110042416806554,115.16544117647058,95.27044117647057,105.14544117647058
104,110,110,120,19.110042416806554,115.16544117647058,95.27044117647057,105.14544117647058
95,101,101,120,21.36954713374986,115.16544117647058,95.27044117647057,105.14544117647058
94,100,98,120,22.83422773965134,115.16544117647058,95.27044117647057,105.14544117647058
91,97,93,120,27.101137657829337,115.16544117647058,95.27044117647057,105.14544117647058
94,101,94,120,24.597247885181915,115.16544117647058,95.27044117647057,105.14544117647058
97,103,99,120,20.675971077453042,115.16544117647058,95.27044117647057,105.14544117647058
93,99,97,120,23.90741733280879,115.16544117647058,95.27044117647057,105.14544117647058
90,96,94,120,27.53275403408741,115.16544117647058,95.27044117647057,105.14544117647058
86,92,90,120,33.02579496298084,115.16544117647058,95.27044117647057,105.14544117647058
84,90,88,120,35.95870446852191,115.16544117647058,95.27044117647057,105.14544117647058
87,93,91,120,31.599691230738742,115.16544117647058,95.27044117647057,105.14544117647058
89,95,93,120,28.84814017853456,115.16544117647058,95.27044117647057,105.14544117647058
92,98,96,120,25.054485637983262,115.16544117647058,95.27044117647057,105.14544117647058
91,96,92,120,27.519146553890398,115.16544117647058,95.27044117647057,105.14544117647058
81,86,80,61,30.391710529837066,80.08486823529412,74.06546823529412,52.06461823529412
90,95,89,120,29.900632749478792,115.16544117647058,95.27044117647057,105.14544117647058
81,86,80,61,30.391710529837066,80.08486823529412,74.06546823529412,52.06461823529412
74,77,70,61,19.165464178169632,80.08486823529412,74.06546823529412,52.06461823529412
74,75,67,61,16.15439876682647,80.08486823529412,74.06546823529412,52.06461823529412
78,78,68,61,16.545803327518996,80.08486823529412,74.06546823529412,52.06461823529412
79,77,65,61,13.308362677831688,80.08486823529412,74.06546823529412,52.06461823529412
74,74,64,61,13.39713571626404,80.08486823529412,74.06546823529412,52.06461823529412
76,76,66,61,14.650031623736114,80.08486823529412,74.06546823529412,52.06461823529412
75,75,65,61,13.93030279599955,80.08486823529412,74.06546823529412,52.06461823529412
74,74,66,61,15.206076826677588,80.08486823529412,74.06546823529412,52.06461823529412
77,76,72,61,20.26519852560913,80.08486823529412,74.06546823529412,52.06461823529412
84,84,84,61,33.67330970630104,80.08486823529412,74.06546823529412,52.06461823529412
98,102,101,120,18.89772513531172,115.16544117647058,95.27044117647057,105.14544117647058
85,89,88,120,35.25958631428476,115.16544117647058,95.27044117647057,105.14544117647058
95,99,98,120,21.716628570435667,115.16544117647058,95.27044117647057,105.14544117647058
88,92,91,120,30.80179354969491,115.16544117647058,95.27044117647057,105.14544117647058
81,86,82,61,32.239689762592825,80.08486823529412,74.06546823529412,52.06461823529412
84,89,83,61,34.574070351841925,80.08486823529412,74.06546823529412,52.06461823529412
80,85,81,61,30.93262849161056,80.08486823529412,74.06546823529412,52.06461823529412
79,84,80,61,29.669132356908623,80.08486823529412,74.06546823529412,52.06461823529412
100,104,103,120,17.629484427292404,115.16544117647058,95.27044117647057,105.14544117647058
92,94,93,120,26.187085119472492,115.16544117647058,95.27044117647057,105.14544117647058
75,75,73,61,21.56430950027213,80.08486823529412,74.06546823529412,52.06461823529412
78,75,70,61,18.0803192511506,80.08486823529412,74.06546823529412,52.06461823529412
77,74,65,61,13.298300625179317,80.08486823529412,74.06546823529412,52.06461823529412
75,72,63,61,12.235383865705812,80.08486823529412,74.06546823529412,52.06461823529412
74,71,62,61,12.047179244658842,80.08486823529412,74.06546823529412,52.06461823529412
73,70,61,61,12.106380019010782,80.08486823529412,74.06546823529412,52.06461823529412
70,70,60,61,13.461162024396575,80.08486823529412,74.06546823529412,52.06461823529412
72,74,63,61,13.599704217804236,80.08486823529412,74.06546823529412,52.06461823529412
75,78,67,61,16.260444447655534,80.08486823529412,74.06546823529412,52.06461823529412
70,74,60,61,12.832736931952729,80.08486823529412,74.06546823529412,52.06461823529412
70,73,62,61,14.196887007161653,80.08486823529412,74.06546823529412,52.06461823529412
76,76,68,61,16.563965516605364,80.08486823529412,74.06546823529412,52.06461823529412
74,71,64,61,13.743218502656587,80.08486823529412,74.06546823529412,52.06461823529412
77,74,67,61,15.250781179220564,80.08486823529412,74.06546823529412,52.06461823529412
77,74,65,61,13.298300625179317,80.08486823529412,74.06546823529412,52.06461823529412
72,69,60,61,12.409445860974948,80.08486823529412,74.06546823529412,52.06461823529412
72,72,62,61,12.97470863732697,80.08486823529412,74.06546823529412,52.06461823529412
72,72,62,61,12.97470863732697,80.08486823529412,74.06546823529412,52.06461823529412
72,73,65,61,15.291318397743673,80.08486823529412,74.06546823529412,52.06461823529412
76,77,69,61,17.66648750301302,80.08486823529412,74.06546823529412,52.06461823529412
77,78,70,61,18.619207052996387,80.08486823529412,74.06546823529412,52.06461823529412
75,77,66,61,15.121581483974095,80.08486823529412,74.06546823529412,52.06461823529412
77,78,70,61,18.619207052996387,80.08486823529412,74.06546823529412,52.06461823529412
78,83,76,61,25.633474864623636,80.08486823529412,74.06546823529412,52.06461823529412
82,91,86,61,37.97441548309006,80.08486823529412,74.06546823529412,52.06461823529412
86,98,98,120,30.15179563468276,115.16544117647058,95.27044117647057,105.14544117647058
103,109,105,120,18.34447866914549,115.16544117647058,95.27044117647057,105.14544117647058
88,88,80,61,32.20568336014802,80.08486823529412,74.06546823529412,52.06461823529412
75,71,60,61,9.910765067517595,80.08486823529412,74.06546823529412,52.06461823529412
76,69,59,61,9.510238544048383,80.08486823529412,74.06546823529412,52.06461823529412
73,73,65,61,14.786976765741734,80.08486823529412,74.06546823529412,52.06461823529412
74,76,71,61,19.98291062795166,80.08486823529412,74.06546823529412,52.06461823529412
79,80,74,61,22.74986987913655,80.08486823529412,74.06546823529412,52.06461823529412
75,76,70,61,18.74236423626175,80.08486823529412,74.06546823529412,52.06461823529412
77,78,72,61,20.552771062345194,80.08486823529412,74.06546823529412,52.06461823529412
85,86,80,61,30.772993404071958,80.08486823529412,74.06546823529412,52.06461823529412
82,84,81,61,30.653204872075108,80.08486823529412,74.06546823529412,52.06461823529412
88,94,94,120,29.390407858914127,115.16544117647058,95.27044117647057,105.14544117647058
96,102,102,120,20.554680674793598,115.16544117647058,95.27044117647057,105.14544117647058
96,100,103,120,19.856630630489015,115.16544117647058,95.27044117647057,105.14544117647058
96,95,101,120,19.61050627766307,115.16544117647058,95.27044117647057,105.14544117647058
93,92,97,120,23.84010864060133,115.16544117647058,95.27044117647057,105.14544117647058
89,89,89,120,31.378719146736877,115.16544117647058,95.27044117647057,105.14544117647058
78,78,76,61,24.346041074232843,80.08486823529412,74.06546823529412,52.06461823529412
88,87,85,120,34.8166654313761,115.16544117647058,95.27044117647057,105.14544117647058
80,79,75,61,23.46036110223064,80.08486823529412,74.06546823529412,52.06461823529412
79,79,69,61,17.672965182480667,80.08486823529412,74.06546823529412,52.06461823529412
77,77,69,61,17.46238941907799,80.08486823529412,74.06546823529412,52.06461823529412
78,75,70,61,18.0803192511506,80.08486823529412,74.06546823529412,52.06461823529412
75,72,63,61,12.235383865705812,80.08486823529412,74.06546823529412,52.06461823529412
75,72,63,61,12.235383865705812,80.08486823529412,74.06546823529412,52.06461823529412
68,64,53,60,11.261134436144848,60.23529411764706,60.23529411764706,60.23529411764706
76,69,61,61,11.053785063204685,80.08486823529412,74.06546823529412,52.06461823529412
75,66,57,61,10.736184424097463,80.08486823529412,74.06546823529412,52.06461823529412
72,68,59,61,12.25783502571497,80.08486823529412,74.06546823529412,52.06461823529412
78,76,64,61,12.26957320270221,80.08486823529412,74.06546823529412,52.06461823529412
70,70,60,61,13.461162024396575,80.08486823529412,74.06546823529412,52.06461823529412
75,76,71,61,19.70144615743005,80.08486823529412,74.06546823529412,52.06461823529412
68,75,67,60,18.001345585999243,60.23529411764706,60.23529411764706,60.23529411764706
70,82,72,61,23.70824345566197,80.08486823529412,74.06546823529412,52.06461823529412
76,87,79,61,30.15796828837033,80.08486823529412,74.06546823529412,52.06461823529412
77,87,86,61,36.44761527888546,80.08486823529412,74.06546823529412,52.06461823529412
97,106,103,120,21.206357620418615,115.16544117647058,95.27044117647057,105.14544117647058
82,87,80,61,30.844049604230516,80.08486823529412,74.06546823529412,52.06461823529412
