red,green,blue,red_temp,green_temp,blue_temp
0.0,0.0,0.0,0.0,0.0,0.0
1.003921568627451,1.003921568627451,1.003921568627451,0.0,0.0,0.0
2.007843137254902,2.007843137254902,2.007843137254902,0.0,0.0,0.0
3.011764705882353,3.011764705882353,3.011764705882353,0.0,0.0,0.0
4.015686274509804,4.015686274509804,4.015686274509804,0.0,0.0,0.0
5.019607843137255,5.019607843137255,5.019607843137255,0.0,0.0,0.0
6.023529411764706,6.023529411764706,6.023529411764706,0.0,0.0,0.0
7.027450980392157,7.027450980392157,7.027450980392157,0.0,0.0,0.0
8.031372549019608,8.031372549019608,8.031372549019608,0.0,0.0,0.0
9.035294117647059,9.035294117647059,9.035294117647059,0.0,0.0,0.0
10.03921568627451,10.03921568627451,10.03921568627451,0.0,0.0,0.0
11.04313725490196,11.04313725490196,11.04313725490196,0.0,0.0,0.0
12.047058823529412,12.047058823529412,12.047058823529412,0.0,0.0,0.0
13.050980392156863,13.050980392156863,13.050980392156863,0.0,0.0,0.0
14.054901960784314,14.054901960784314,14.054901960784314,0.0,0.0,0.0
15.058823529411764,15.058823529411764,15.058823529411764,0.0,0.0,0.0
16.062745098039215,16.062745098039215,16.062745098039215,0.0,0.0,0.0
17.066666666666666,17.066666666666666,17.066666666666666,0.0,0.0,0.0
18.070588235294117,18.070588235294117,18.070588235294117,0.0,0.0,0.0
19.07450980392157,19.07450980392157,19.07450980392157,0.0,0.0,0.0
20.07843137254902,20.07843137254902,20.07843137254902,0.0,0.0,0.0
21.08235294117647,21.08235294117647,21.08235294117647,0.0,0.0,0.0
22.08627450980392,22.08627450980392,22.08627450980392,0.0,0.0,0.0
23.090196078431372,23.090196078431372,23.090196078431372,0.0,0.0,0.0
24.094117647058823,24.094117647058823,24.094117647058823,0.0,0.0,0.0
25.098039215686274,25.098039215686274,25.098039215686274,0.0,0.0,0.0
26.101960784313725,26.101960784313725,26.101960784313725,0.0,0.0,0.0
27.105882352941176,27.105882352941176,27.105882352941176,0.0,0.0,0.0
28.109803921568627,28.109803921568627,28.109803921568627,0.0,0.0,0.0
29.113725490196078,29.113725490196078,29.113725490196078,0.0,0.0,0.0
30.11764705882353,30.11764705882353,30.11764705882353,0.0,0.0,0.0
31.12156862745098,31.12156862745098,31.12156862745098,0.0,0.0,0.0
32.12549019607843,32.12549019607843,32.12549019607843,0.0,0.0,0.0
33.12941176470588,33.12941176470588,33.12941176470588,0.0,0.0,0.0
34.13333333333333,34.13333333333333,34.13333333333333,0.0,0.0,0.0
35.13725490196079,35.13725490196079,35.13725490196079,0.0,0.0,0.0
36.141176470588235,36.141176470588235,36.141176470588235,0.0,0.0,0.0
37.14509803921568,37.14509803921568,37.14509803921568,0.0,0.0,0.0
38.14901960784314,38.14901960784314,38.14901960784314,0.0,0.0,0.0
39.15294117647059,39.15294117647059,39.15294117647059,0.0,0.0,0.0
40.15686274509804,40.15686274509804,40.15686274509804,0.0,0.0,0.0
41.160784313725486,41.160784313725486,41.160784313725486,0.0,0.0,0.0
42.16470588235294,42.16470588235294,42.16470588235294,0.0,0.0,0.0
43.168627450980395,43.168627450980395,43.168627450980395,0.0,0.0,0.0
44.17254901960784,44.17254901960784,44.17254901960784,0.0,0.0,0.0
45.17647058823529,45.17647058823529,45.17647058823529,0.0,0.0,0.0
46.180392156862744,46.180392156862744,46.180392156862744,0.0,0.0,0.0
47.1843137254902,47.1843137254902,47.1843137254902,0.0,0.0,0.0
48.188235294117646,48.188235294117646,48.188235294117646,0.0,0.0,0.0
49.192156862745094,49.192156862745094,49.192156862745094,0.0,0.0,0.0
50.19607843137255,50.19607843137255,50.19607843137255,0.0,0.0,0.0
51.2,51.2,51.2,0.0,0.0,0.0
52.20392156862745,52.20392156862745,52.20392156862745,0.0,0.0,0.0
53.2078431372549,53.2078431372549,53.2078431372549,0.0,0.0,0.0
54.21176470588235,54.21176470588235,54.21176470588235,0.0,0.0,0.0
55.21568627450981,55.21568627450981,55.21568627450981,0.0,0.0,0.0
56.219607843137254,56.219607843137254,56.219607843137254,0.0,0.0,0.0
57.2235294117647,57.2235294117647,57.2235294117647,0.0,0.0,0.0
58.227450980392156,58.227450980392156,58.227450980392156,0.0,0.0,0.0
59.23137254901961,59.23137254901961,59.23137254901961,0.0,0.0,0.0
60.23529411764706,60.23529411764706,60.23529411764706,0.0,0.0,0.0
80.08486823529412,74.06546823529412,52.06461823529412,17.726315294117647,12.257915294117653,-7.827684705882347
1907.4138916666627,2063.9638916666686,1122.2008916666725,1844.9019602941137,2001.4519602941195,1060.4689602941235
2370.0506588235094,2038.1746588235449,1398.6566588235212,0.0,0.0,0.0
274.7026666666667,327.6626666666674,85.62266666666663,0.0,0.0,0.0
344.5070588235292,413.13705882352946,431.4570588235283,0.0,0.0,0.0
214.3105882352946,299.7205882352937,496.03058823529267,0.0,0.0,0.0
