red,green,blue,closest_id,closest_dist,r_cluster,g_cluster,b_cluster
100,106,106,13,7.60031764493103,107.35483870967741,107.35483870967741,107.35483870967741
104,110,110,13,5.024808381579553,107.35483870967741,107.35483870967741,107.35483870967741
104,110,110,13,5.024808381579553,107.35483870967741,107.35483870967741,107.35483870967741
95,101,101,12,4.901846155644914,99.09677419354838,99.09677419354838,99.09677419354838
94,100,98,12,5.29110930420972,99.09677419354838,99.09677419354838,99.09677419354838
91,97,93,11,6.5313619457020415,90.83870967741936,90.83870967741936,90.83870967741936
94,101,94,12,7.4549636370934085,99.09677419354838,99.09677419354838,99.09677419354838
97,103,99,12,4.431816665817449,99.09677419354838,99.09677419354838,99.09677419354838
93,99,97,12,6.447982849727887,99.09677419354838,99.09677419354838,99.09677419354838
90,96,94,11,6.110327996155646,90.83870967741936,90.83870967741936,90.83870967741936
86,92,90,11,5.046299681813209,90.83870967741936,90.83870967741936,90.83870967741936
84,90,88,11,7.4518223682331834,90.83870967741936,90.83870967741936,90.83870967741936
87,93,91,11,4.408274312489179,90.83870967741936,90.83870967741936,90.83870967741936
89,95,93,11,5.036701925379308,90.83870967741936,90.83870967741936,90.83870967741936
92,98,96,12,7.8203022954151376,99.09677419354838,99.09677419354838,99.09677419354838
91,96,92,11,5.292780703509469,90.83870967741936,90.83870967741936,90.83870967741936
81,86,80,10,4.566197114384019,82.58064516129032,82.58064516129032,82.58064516129032
90,95,89,11,4.626080884467519,90.83870967741936,90.83870967741936,90.83870967741936
81,86,80,10,4.566197114384019,82.58064516129032,82.58064516129032,82.58064516129032
74,77,70,9,5.094834257188409,74.32258064516128,74.32258064516128,74.32258064516128
74,75,67,9,7.360919953364075,74.32258064516128,74.32258064516128,74.32258064516128
78,78,68,9,8.186687500891486,74.32258064516128,74.32258064516128,74.32258064516128
79,77,65,9,10.768348810668263,74.32258064516128,74.32258064516128,74.32258064516128
74,74,64,9,10.332656372933517,74.32258064516128,74.32258064516128,74.32258064516128
76,76,66,9,8.654063784095207,74.32258064516128,74.32258064516128,74.32258064516128
75,75,65,9,9.371675615926746,74.32258064516128,74.32258064516128,74.32258064516128
74,74,66,9,8.335074393218006,74.32258064516128,74.32258064516128,74.32258064516128
77,76,72,9,3.9213124010884823,74.32258064516128,74.32258064516128,74.32258064516128
84,84,84,10,2.4583946946138946,82.58064516129032,82.58064516129032,82.58064516129032
98,102,101,12,3.6405909115449577,99.09677419354838,99.09677419354838,99.09677419354838
85,89,88,11,6.7475667175434735,90.83870967741936,90.83870967741936,90.83870967741936
95,99,98,12,4.242150123356629,99.09677419354838,99.09677419354838,99.09677419354838
88,92,91,11,3.0712997922951026,90.83870967741936,90.83870967741936,90.83870967741936
81,86,82,10,3.8115056660390345,82.58064516129032,82.58064516129032,82.58064516129032
84,89,83,10,6.587757067787425,82.58064516129032,82.58064516129032,82.58064516129032
80,85,81,10,3.8744607895795755,82.58064516129032,82.58064516129032,82.58064516129032
79,84,80,10,4.6363042801062475,82.58064516129032,82.58064516129032,82.58064516129032
100,104,103,12,6.331872697918297,99.09677419354838,99.09677419354838,99.09677419354838
92,94,93,11,4.001690589668596,90.83870967741936,90.83870967741936,90.83870967741936
75,75,73,9,1.633099362431889,74.32258064516128,74.32258064516128,74.32258064516128
78,75,70,9,5.715506410422041,74.32258064516128,74.32258064516128,74.32258064516128
77,74,65,9,9.704799975261386,74.32258064516128,74.32258064516128,74.32258064516128
75,72,63,8,11.156347964093884,66.06451612903226,66.06451612903226,66.06451612903226
74,71,62,8,10.19074073216149,66.06451612903226,66.06451612903226,66.06451612903226
73,70,61,8,9.446602216899409,66.06451612903226,66.06451612903226,66.06451612903226
70,70,60,8,8.231307458513921,66.06451612903226,66.06451612903226,66.06451612903226
72,74,63,8,10.372710935623642,66.06451612903226,66.06451612903226,66.06451612903226
75,78,67,9,8.222073789412446,74.32258064516128,74.32258064516128,74.32258064516128
70,74,60,8,10.734910034291339,66.06451612903226,66.06451612903226,66.06451612903226
70,73,62,8,8.95037771193285,66.06451612903226,66.06451612903226,66.06451612903226
76,76,68,9,6.752962120324912,74.32258064516128,74.32258064516128,74.32258064516128
74,71,64,8,9.570430092425642,66.06451612903226,66.06451612903226,66.06451612903226
77,74,67,9,7.803385161530107,74.32258064516128,74.32258064516128,74.32258064516128
77,74,65,9,9.704799975261386,74.32258064516128,74.32258064516128,74.32258064516128
72,69,60,8,8.979164227171836,66.06451612903226,66.06451612903226,66.06451612903226
72,72,62,8,9.326319152173586,66.06451612903226,66.06451612903226,66.06451612903226
72,72,62,8,9.326319152173586,66.06451612903226,66.06451612903226,66.06451612903226
72,73,65,8,9.19043523974473,66.06451612903226,66.06451612903226,66.06451612903226
76,77,69,9,6.189682933551444,74.32258064516128,74.32258064516128,74.32258064516128
77,78,70,9,6.275084935435561,74.32258064516128,74.32258064516128,74.32258064516128
75,77,66,9,8.768855112224644,74.32258064516128,74.32258064516128,74.32258064516128
77,78,70,9,6.275084935435561,74.32258064516128,74.32258064516128,74.32258064516128
78,83,76,10,8.028889046014733,82.58064516129032,82.58064516129032,82.58064516129032
82,91,86,10,9.105749404439004,82.58064516129032,82.58064516129032,82.58064516129032
86,98,98,11,11.224137807017787,90.83870967741936,90.83870967741936,90.83870967741936
103,109,105,13,5.216937914818985,107.35483870967741,107.35483870967741,107.35483870967741
88,88,80,10,8.086936575996079,82.58064516129032,82.58064516129032,82.58064516129032
75,71,60,8,11.873509545547172,66.06451612903226,66.06451612903226,66.06451612903226
76,69,59,8,12.539469424354797,66.06451612903226,66.06451612903226,66.06451612903226
73,73,65,9,9.508362057233947,74.32258064516128,74.32258064516128,74.32258064516128
74,76,71,9,3.7359518343014764,74.32258064516128,74.32258064516128,74.32258064516128
79,80,74,9,7.3631107980492745,74.32258064516128,74.32258064516128,74.32258064516128
75,76,70,9,4.685865566597122,74.32258064516128,74.32258064516128,74.32258064516128
77,78,72,9,5.107481607043259,74.32258064516128,74.32258064516128,74.32258064516128
85,86,80,10,4.919857192753301,82.58064516129032,82.58064516129032,82.58064516129032
82,84,81,10,2.2023069920901004,82.58064516129032,82.58064516129032,82.58064516129032
88,94,94,11,5.295827191285451,90.83870967741936,90.83870967741936,90.83870967741936
96,102,102,12,5.142708486033455,99.09677419354838,99.09677419354838,99.09677419354838
96,100,103,12,5.06369420081992,99.09677419354838,99.09677419354838,99.09677419354838
