,red,green,blue,closest
1494,82,88,78,
1495,77,78,70,
1496,75,78,67,
1497,75,81,69,
1498,76,82,70,
1499,79,85,71,
1500,77,83,73,
1501,79,86,78,
1502,76,83,75,
1503,90,95,88,
1504,86,89,78,
1505,73,75,64,
1506,75,77,66,
1507,75,77,66,
1508,75,75,65,
1509,75,75,67,
1510,76,76,66,
1511,76,76,68,
1512,75,74,69,
1513,72,71,66,
1514,82,81,76,
1515,73,73,65,
1516,78,78,70,
1517,78,73,67,
1518,78,71,65,
1519,81,78,73,
1520,86,86,78,
1521,77,77,67,
1522,75,73,61,
1523,76,72,61,
1524,78,73,67,
1525,75,74,69,
1526,76,78,73,
1527,79,89,81,
1528,82,91,86,
1529,86,95,90,
1530,88,98,90,
1531,81,91,83,
1532,84,94,86,
1533,82,92,83,
1534,75,85,74,
1535,78,88,77,
1536,77,83,71,
1537,77,80,71,
1538,77,80,73,
1539,73,79,75,
1540,84,93,88,
1541,86,96,95,
1542,95,105,107,
1543,96,106,107,
1544,102,112,113,
1545,112,122,123,
1546,108,118,119,
1547,116,126,127,
1548,103,111,113,
1549,103,111,113,
1550,104,113,112,
1551,89,98,95,
1552,89,98,95,
1553,97,106,103,
1554,90,99,94,
1555,87,97,88,
1556,80,88,75,
1557,82,90,79,
1558,85,92,84,
1559,85,91,87,
1560,80,85,78,
1561,83,88,81,
1562,88,93,86,
1563,83,86,79,
1564,83,84,76,
1565,80,82,71,
1566,80,81,73,
1567,80,81,73,
1568,80,80,70,
1569,81,81,69,
1570,81,81,69,
1571,79,79,69,
1572,83,85,74,
1573,81,82,68,
1574,94,93,73,
1575,90,88,65,
1576,93,92,71,
1577,87,84,65,
1578,80,79,61,
1579,78,79,63,
1580,83,81,66,
1581,80,78,65,
1582,77,75,63,
1583,77,75,62,
1584,73,74,58,
1585,76,72,60,
1586,75,76,58,
1587,76,74,59,
1588,82,78,69,
1589,85,80,60,
1590,158,148,112,
1591,158,142,106,
1592,155,141,102,
1593,142,129,87,
1594,154,139,96,
1595,200,182,134,
1596,222,202,152,
1597,200,179,132,
1598,157,139,101,
1599,173,156,104,
1600,178,158,107,
1601,176,157,114,
1602,174,156,108,
1603,196,174,124,
1604,193,172,125,
1605,156,145,115,
1606,96,104,93,
1607,105,124,120,
1608,101,114,107,
1609,110,121,115,
1610,94,106,96,
1611,89,97,86,
1612,89,95,83,
1613,83,89,75,
1614,98,102,88,
1615,83,83,71,
1616,77,77,65,
1617,79,81,68,
1618,79,81,70,
1619,78,80,69,
1620,80,86,74,
1621,82,85,74,
1622,85,88,77,
1623,82,85,74,
1624,85,87,76,
1625,88,90,79,
1626,76,78,67,
1627,75,75,65,
1628,76,76,66,
1629,74,74,64,
1630,75,75,63,
1631,77,77,67,
1632,78,78,70,
1633,70,70,62,
1634,91,91,83,
1635,71,72,64,
1636,77,77,69,
1637,77,72,66,
1638,77,70,64,
1639,88,85,80,
1640,76,77,69,
1641,80,82,71,
1642,73,73,61,
1643,73,71,59,
1644,74,71,64,
1645,80,81,75,
1646,81,86,80,
1647,85,95,87,
1648,85,95,87,
1649,88,98,90,
1650,91,101,93,
1651,86,96,88,
1652,84,93,88,
1653,81,92,84,
1654,74,86,74,
1655,81,91,80,
1656,74,80,70,
1657,78,81,72,
1658,82,83,77,
1659,75,80,74,
1660,79,90,84,
1661,99,109,108,
1662,104,114,115,
1663,102,112,113,
1664,104,114,115,
1665,112,122,123,
1666,120,130,131,
1667,113,123,124,
1668,107,115,117,
1669,107,115,117,
1670,105,114,113,
1671,92,101,98,
1672,94,103,98,
1673,101,110,107,
1674,94,103,100,
1675,69,79,70,
1676,90,98,87,
1677,92,99,91,
1678,73,79,75,
1679,86,92,90,
1680,87,92,85,
1681,88,93,86,
1682,85,90,83,
1683,85,88,81,
1684,78,79,71,
1685,81,82,76,
1686,80,81,75,
1687,82,81,76,
1688,84,83,78,
1689,83,83,71,
1690,80,81,63,
1691,83,85,63,
1692,125,124,94,
1693,181,173,134,
1694,187,175,127,
1695,174,164,115,
1696,176,168,122,
1697,181,172,129,
1698,172,164,125,
1699,159,154,116,
1700,129,124,94,
1701,83,78,59,
1702,80,77,68,
1703,80,78,66,
1704,76,77,63,
1705,80,78,66,
1706,78,78,66,
1707,81,79,67,
1708,84,78,64,
1709,92,86,64,
1710,155,143,101,
1711,189,170,128,
1712,149,132,88,
1713,221,204,161,
1714,154,135,92,
1715,208,186,136,
1716,232,211,158,
1717,195,171,125,
1718,155,132,98,
1719,180,160,109,
1720,209,186,136,
1721,185,164,117,
1722,187,169,119,
1723,194,172,122,
1724,180,162,116,
1725,151,133,93,
1726,194,192,169,
1727,120,131,125,
1728,107,119,115,
1729,127,139,139,
1730,102,113,107,
1731,82,92,84,
1732,88,93,86,
1733,83,86,77,
1734,83,83,75,
1735,82,79,72,
1736,82,82,70,
1737,77,78,64,
1738,81,82,66,
1739,81,82,66,
1740,81,85,70,
1741,86,93,77,
1742,90,97,81,
1743,80,86,72,
1744,81,83,72,
1745,84,86,75,
1746,97,100,89,
1747,69,71,60,
1748,75,75,67,
1749,77,77,65,
1750,77,77,67,
1751,74,74,64,
1752,72,72,60,
1753,72,72,60,
1754,87,87,75,
1755,72,74,63,
1756,76,76,68,
1757,76,71,65,
1758,75,70,64,
1759,82,79,74,
1760,79,80,72,
1761,70,72,61,
1762,74,74,62,
1763,70,70,60,
1764,76,77,69,
1765,79,84,77,
1766,79,86,79,
1767,88,98,90,
1768,91,101,93,
1769,95,105,97,
1770,92,102,94,
1771,89,99,91,
1772,82,91,86,
1773,76,86,78,
1774,75,85,74,
1775,74,84,73,
1776,74,80,70,
1777,78,81,72,
1778,82,85,78,
1779,80,85,79,
1780,89,98,93,
1781,99,109,108,
1782,98,108,109,
1783,104,114,115,
1784,107,117,118,
1785,120,130,131,
1786,107,117,118,
1787,106,116,117,
1788,108,116,118,
1789,103,111,113,
1790,101,110,109,
1791,103,112,109,
1792,103,112,107,
1793,97,106,103,
1794,87,96,91,
1795,72,82,73,
1796,87,94,86,
1797,76,83,76,
1798,80,86,84,
1799,98,104,104,
1800,92,97,91,
1801,90,97,90,
1802,90,97,90,
1803,83,88,82,
1804,80,81,73,
1805,80,81,73,
1806,79,80,72,
1807,82,80,68,
1808,108,107,89,
1809,131,130,100,
1810,134,129,97,
1811,167,161,125,
1812,153,144,101,
1813,182,170,120,
1814,184,167,111,
1815,193,178,123,
1816,181,165,113,
1817,192,176,124,
1818,184,167,115,
1819,167,151,100,
1820,191,178,133,
1821,169,161,125,
1822,89,87,66,
1823,82,81,63,
1824,77,78,62,
1825,77,78,60,
1826,83,86,69,
1827,87,86,66,
1828,85,78,52,
1829,89,78,58,
1830,173,155,117,
1831,188,166,119,
1832,196,175,128,
1833,180,159,112,
1834,193,170,126,
1835,191,167,119,
1836,213,189,141,
1837,178,151,106,
1838,159,135,97,
1839,187,165,118,
1840,184,162,113,
1841,172,150,101,
1842,198,175,131,
1843,182,164,116,
1844,181,161,111,
1845,179,153,102,
1846,194,183,151,
1847,120,127,120,
1848,123,128,131,
1849,124,129,123,
1850,122,124,121,
1851,89,91,86,
1852,81,83,69,
1853,78,79,65,
1854,79,77,62,
1855,88,86,71,
1856,88,87,59,
1857,134,134,98,
1858,149,147,106,
1859,156,153,112,
1860,165,161,124,
1861,167,163,128,
1862,142,142,108,
1863,138,136,111,
1864,79,78,60,
1865,80,83,66,
1866,78,84,72,
1867,102,107,100,
1868,77,78,70,
1869,75,77,63,
1870,89,90,82,
1871,76,77,72,
1872,77,77,65,
1873,77,75,62,
1874,84,85,71,
1875,71,71,61,
1876,79,76,69,
1877,75,72,63,
1878,78,74,65,
1879,77,74,65,
1880,81,78,71,
1881,76,73,64,
1882,72,72,60,
1883,77,77,67,
1884,78,79,73,
1885,80,85,79,
1886,79,88,83,
1887,88,99,93,
1888,95,106,102,
1889,88,99,93,
1890,90,101,93,
1891,86,96,88,
1892,83,90,82,
1893,74,80,70,
1894,78,86,75,
1895,76,82,72,
1896,70,76,66,
1897,76,82,72,
1898,76,83,76,
1899,79,88,85,
1900,98,108,107,
1901,104,114,115,
1902,107,115,117,
1903,110,118,120,
1904,120,128,130,
1905,109,117,119,
1906,106,114,116,
1907,98,106,108,
1908,104,112,114,
1909,100,108,110,
1910,104,113,112,
1911,103,112,111,
1912,103,109,109,
1913,102,108,104,
1914,89,96,88,
1915,78,85,78,
1916,122,129,122,
1917,76,83,76,
1918,87,93,89,
1919,86,92,88,
1920,91,98,91,
1921,86,93,86,
1922,92,99,92,
1923,95,102,95,
1924,89,92,83,
1925,83,83,75,
1926,81,81,69,
1927,87,86,68,
1928,157,152,120,
1929,161,154,110,
1930,156,145,100,
1931,165,154,109,
1932,169,158,112,
1933,176,162,113,
1934,184,166,116,
1935,183,167,116,
1936,189,173,122,
1937,181,165,114,
1938,186,170,119,
1939,179,163,112,
1940,193,180,127,
1941,181,169,127,
1942,162,153,122,
1943,149,143,111,
1944,149,144,112,
1945,150,144,110,
1946,148,143,111,
1947,161,151,115,
1948,232,215,172,
1949,83,69,42,
1950,140,124,90,
1951,180,158,109,
1952,210,188,139,
1953,150,127,83,
1954,194,174,123,
1955,193,171,124,
1956,192,168,120,
1957,168,146,99,
1958,156,133,92,
1959,197,174,132,
1960,170,149,104,
1961,205,181,135,
1962,193,170,126,
1963,174,156,108,
1964,184,164,111,
1965,220,190,130,
1966,187,175,149,
1967,110,115,111,
1968,133,131,118,
1969,188,183,154,
1970,93,81,67,
1971,85,83,68,
1972,86,89,60,
1973,133,126,98,
1974,147,141,107,
1975,153,147,111,
1976,174,165,124,
1977,175,163,121,
1978,182,169,124,
1979,176,162,115,
1980,199,181,131,
1981,185,169,118,
1982,164,152,104,
1983,164,152,114,
1984,140,133,104,
1985,89,87,64,
1986,81,83,70,
1987,84,86,83,
1988,103,104,99,
1989,77,79,68,
1990,78,78,68,
1991,86,87,81,
1992,81,82,74,
1993,78,74,62,
1994,82,83,67,
1995,75,75,63,
1996,75,72,63,
1997,77,74,65,
1998,82,79,70,
1999,80,77,68,
2000,73,70,61,
2001,76,73,66,
2002,75,73,61,
2003,77,77,67,
2004,81,82,76,
2005,80,85,79,
2006,83,92,87,
2007,98,109,103,
2008,91,102,98,
2009,89,101,97,
2010,97,108,102,
2011,92,99,92,
2012,78,83,76,
2013,78,81,72,
2014,82,85,74,
2015,77,82,75,
2016,72,78,68,
2017,78,85,77,
2018,76,87,81,
2019,94,104,103,
2020,115,125,126,
2021,112,122,123,
2022,109,117,119,
2023,114,122,124,
2024,112,120,122,
2025,112,120,122,
2026,98,106,108,
2027,104,112,114,
2028,107,115,117,
2029,103,111,113,
2030,106,115,114,
2031,106,115,114,
2032,101,106,109,
2033,105,111,107,
2034,85,93,82,
2035,88,95,88,
2036,92,97,91,
2037,82,89,82,
2038,98,105,97,
2039,79,86,79,
2040,87,94,87,
2041,86,93,86,
2042,86,93,86,
2043,89,94,90,
2044,94,99,95,
2045,84,83,78,
2046,83,81,66,
2047,120,115,95,
2048,132,124,87,
2049,169,158,112,
2050,169,157,107,
2051,167,155,107,
2052,167,157,108,
2053,176,162,113,
2054,184,168,116,
2055,191,175,124,
2056,184,168,117,
2057,181,165,114,
2058,178,162,111,
2059,192,176,124,
2060,184,167,121,
2061,158,143,100,
2062,178,165,120,
2063,172,161,107,
2064,183,170,115,
2065,170,157,105,
2066,169,155,110,
2067,177,157,106,
2068,214,191,137,
2069,195,176,134,
2070,142,126,92,
2071,156,137,94,
2072,198,176,126,
2073,185,157,118,
2074,176,153,109,
2075,182,161,118,
2076,161,140,95,
2077,183,162,117,
2078,153,130,89,
2079,175,152,110,
2080,164,143,96,
2081,196,172,124,
2082,180,159,114,
2083,167,149,103,
2084,196,174,127,
2085,206,182,120,
2086,122,116,90,
2087,114,114,102,
2088,174,161,117,
2089,224,206,158,
2090,159,141,103,
2091,159,146,112,
2092,160,153,109,
2093,174,160,113,
2094,175,162,110,
2095,184,173,119,
2096,191,177,128,
2097,186,169,123,
2098,187,169,121,
2099,191,169,119,
2100,203,182,129,
2101,205,185,132,
2102,183,168,113,
2103,178,164,115,
2104,191,178,134,
2105,175,165,130,
2106,83,78,56,
2107,87,85,70,
2108,93,95,82,
2109,95,98,87,
2110,81,81,71,
2111,80,82,71,
2112,76,78,67,
2113,73,69,57,
2114,78,79,65,
2115,72,72,62,
2116,74,71,62,
2117,74,71,62,
2118,77,74,65,
2119,75,72,63,
2120,73,70,61,
2121,74,71,64,
2122,76,76,64,
2123,77,78,70,
2124,79,84,77,
2125,81,88,81,
2126,85,96,90,
2127,96,107,103,
2128,99,110,106,
2129,91,102,98,
2130,90,101,95,
2131,78,88,80,
2132,73,78,71,
2133,80,83,74,
2134,79,82,73,
2135,77,83,73,
2136,77,83,73,
2137,79,86,78,
2138,86,97,91,
2139,101,111,110,
2140,108,118,119,
2141,109,119,120,
2142,116,124,126,
2143,120,128,130,
2144,112,120,122,
2145,103,111,113,
2146,107,115,117,
2147,104,112,114,
2148,105,113,115,
2149,107,116,115,
2150,101,110,109,
2151,100,109,108,
2152,105,110,113,
2153,103,109,105,
2154,90,98,87,
2155,74,81,74,
2156,82,88,84,
2157,83,90,83,
2158,93,100,93,
2159,75,82,75,
2160,91,98,91,
2161,90,97,90,
2162,90,97,90,
2163,92,99,92,
2164,88,94,92,
2165,85,86,80,
2166,78,77,59,
2167,119,110,93,
2168,140,127,93,
2169,154,141,97,
2170,170,156,111,
2171,164,149,106,
2172,169,156,111,
2173,172,158,109,
2174,179,163,112,
2175,186,170,119,
2176,182,166,115,
2177,185,169,118,
2178,185,169,117,
2179,185,169,117,
2180,179,162,116,
2181,177,158,115,
2182,187,170,118,
2183,189,172,116,
2184,186,170,119,
2185,177,160,117,
2186,166,147,114,
2187,167,148,108,
2188,196,173,121,
2189,204,178,129,
2190,172,152,115,
2191,157,139,101,
2192,174,152,105,
2193,185,156,114,
2194,156,133,89,
2195,176,158,112,
2196,163,146,103,
2197,189,170,127,
2198,159,136,95,
2199,184,159,118,
2200,154,131,87,
2201,185,161,113,
2202,187,166,119,
2203,160,142,94,
2204,190,169,116,
2205,200,178,129,
2206,108,102,66,
2207,157,149,112,
2208,204,178,127,
2209,158,132,83,
2210,207,186,133,
2211,215,194,141,
2212,190,169,122,
2213,187,169,121,
2214,186,168,120,
2215,190,172,122,
2216,189,173,121,
2217,190,175,120,
2218,196,176,123,
2219,189,168,113,
2220,200,180,129,
2221,182,165,113,
2222,192,179,124,
2223,186,173,118,
2224,185,170,113,
2225,186,173,121,
2226,172,164,118,
2227,183,180,139,
2228,103,102,72,
2229,94,96,83,
2230,99,100,95,
2231,90,93,86,
2232,90,91,85,
2233,76,73,58,
2234,79,80,66,
2235,70,70,60,
2236,74,71,62,
2237,72,69,60,
2238,77,74,65,
2239,79,76,67,
2240,76,74,62,
2241,78,75,68,
2242,79,79,69,
2243,77,80,69,
2244,80,87,79,
2245,83,93,85,
2246,100,111,105,
2247,92,103,99,
2248,102,113,109,
2249,95,106,102,
2250,89,98,93,
2251,77,84,77,
2252,74,79,72,
2253,78,81,72,
2254,77,80,71,
2255,76,82,70,
2256,74,80,68,
2257,82,89,81,
2258,103,114,110,
2259,111,121,120,
2260,111,121,122,
2261,109,117,119,
2262,121,129,131,
2263,114,122,124,
2264,111,119,121,
2265,107,115,117,
2266,109,117,119,
2267,107,115,117,
2268,107,115,117,
2269,106,115,114,
2270,108,117,116,
2271,104,113,112,
2272,106,115,114,
2273,101,110,105,
2274,71,81,72,
2275,74,80,76,
2276,95,101,97,
2277,92,99,92,
2278,81,88,81,
2279,81,88,81,
2280,96,105,102,
2281,92,101,96,
2282,93,103,94,
2283,92,102,93,
2284,99,106,98,
2285,97,98,92,
2286,77,77,65,
2287,97,91,77,
2288,128,117,89,
2289,152,139,104,
2290,161,147,108,
2291,164,151,107,
2292,170,155,112,
2293,176,162,115,
2294,177,164,112,
2295,184,168,117,
2296,186,170,119,
2297,183,167,116,
2298,182,166,115,
2299,184,168,117,
2300,180,164,113,
2301,177,158,115,
2302,168,150,104,
2303,178,161,115,
2304,183,167,118,
2305,184,166,118,
2306,184,167,123,
2307,170,151,108,
2308,175,155,105,
2309,193,164,120,
2310,214,194,144,
2311,154,135,93,
2312,160,138,101,
2313,183,156,111,
2314,174,150,104,
2315,220,199,152,
2316,155,135,100,
2317,173,151,110,
2318,184,161,119,
2319,180,157,115,
2320,161,138,97,
2321,169,147,98,
2322,182,164,114,
2323,208,190,140,
2324,189,169,116,
2325,193,171,124,
2326,202,184,136,
2327,179,158,111,
2328,183,156,113,
2329,191,164,119,
2330,201,175,124,
2331,206,181,125,
2332,203,178,122,
2333,197,177,124,
2334,196,175,122,
2335,196,173,119,
2336,197,177,124,
2337,197,177,126,
2338,194,174,123,
2339,197,176,123,
2340,199,179,128,
2341,193,176,124,
2342,193,177,125,
2343,192,175,121,
2344,194,175,119,
2345,203,182,125,
2346,205,186,130,
2347,203,188,133,
2348,196,186,137,
2349,99,97,72,
2350,89,92,81,
2351,88,92,93,
2352,121,121,121,
2353,77,71,57,
2354,72,72,60,
2355,72,72,62,
2356,75,71,59,
2357,79,75,63,
2358,82,78,66,
2359,78,74,62,
2360,76,74,62,
2361,76,77,69,
2362,75,78,67,
2363,78,81,70,
2364,81,88,80,
2365,87,97,89,
2366,95,108,99,
2367,101,112,104,
2368,96,107,99,
2369,93,103,95,
2370,89,94,88,
2371,77,80,73,
2372,77,80,71,
2373,77,78,70,
2374,78,80,69,
2375,77,81,67,
2376,73,79,67,
2377,87,97,89,
2378,110,120,121,
2379,112,122,123,
2380,110,120,121,
2381,123,133,134,
2382,115,125,126,
2383,110,120,121,
2384,108,118,119,
2385,105,115,116,
2386,114,124,125,
2387,116,126,127,
2388,110,120,121,
2389,104,114,115,
2390,102,112,113,
2391,105,115,116,
2392,99,109,108,
2393,95,106,100,
2394,75,86,78,
2395,97,106,101,
2396,89,96,89,
2397,76,83,75,
2398,75,80,73,
2399,91,96,89,
2400,101,110,107,
2401,100,109,104,
2402,105,115,107,
2403,104,112,101,
2404,96,103,95,
2405,105,108,101,
2406,90,90,80,
2407,84,82,67,
2408,117,109,86,
2409,139,130,97,
2410,154,142,104,
2411,163,148,107,
2412,170,153,110,
2413,173,159,114,
2414,175,163,113,
2415,179,166,114,
2416,179,163,112,
2417,186,170,119,
2418,182,166,115,
2419,182,166,115,
2420,182,166,115,
2421,170,153,107,
2422,170,153,110,
2423,165,148,105,
2424,173,155,109,
2425,190,168,118,
2426,195,174,119,
2427,186,166,116,
2428,170,149,102,
2429,181,157,111,
2430,221,199,142,
2431,202,178,130,
2432,158,135,101,
2433,158,140,100,
2434,180,157,115,
2435,196,173,131,
2436,156,135,106,
2437,201,180,137,
2438,159,136,95,
2439,177,154,110,
2440,164,141,99,
2441,162,141,94,
2442,171,153,103,
2443,219,199,149,
2444,184,166,118,
2445,207,185,136,
2446,181,158,108,
2447,195,171,123,
2448,188,164,116,
2449,195,168,121,
2450,216,190,139,
2451,220,195,139,
2452,203,178,122,
2453,204,178,127,
2454,194,171,119,
2455,199,173,122,
2456,194,172,122,
2457,198,176,126,
2458,197,175,125,
2459,200,178,128,
2460,201,181,128,
2461,192,175,121,
2462,192,175,121,
2463,199,182,126,
2464,204,183,128,
2465,208,186,129,
2466,211,190,133,
2467,213,192,135,
2468,202,183,127,
2469,167,163,125,
2470,86,89,72,
2471,90,92,91,
2472,127,127,125,
2473,77,73,62,
2474,76,72,60,
2475,75,73,60,
2476,75,71,59,
2477,76,72,60,
2478,76,72,60,
2479,75,73,60,
2480,77,78,64,
2481,74,77,68,
2482,74,80,68,
2483,80,84,70,
2484,78,84,74,
2485,96,106,98,
2486,97,108,100,
2487,94,105,99,
2488,86,96,88,
2489,89,94,90,
2490,87,89,84,
2491,76,79,70,
2492,79,82,75,
2493,76,77,71,
2494,75,76,68,
2495,78,81,70,
2496,77,87,76,
2497,106,117,113,
2498,111,121,122,
2499,109,119,120,
2500,112,122,123,
2501,119,129,130,
2502,115,125,126,
2503,109,119,120,
2504,101,111,112,
2505,121,131,132,
2506,113,123,122,
2507,105,115,116,
2508,104,114,115,
2509,110,120,121,
2510,107,117,118,
2511,109,119,120,
2512,96,108,106,
2513,92,102,94,
2514,75,82,74,
2515,86,96,88,
2516,74,81,73,
2517,85,90,83,
2518,83,88,81,
2519,91,96,89,
2520,97,106,103,
2521,102,111,106,
2522,95,105,97,
2523,100,110,99,
2524,98,103,96,
2525,92,95,88,
2526,92,92,82,
2527,77,78,64,
2528,78,77,57,
2529,129,122,94,
2530,141,127,92,
2531,156,141,100,
2532,164,150,105,
2533,169,155,108,
2534,174,160,111,
2535,180,164,113,
2536,180,164,113,
2537,181,165,114,
2538,184,168,117,
2539,185,169,118,
2540,185,169,120,
2541,178,161,115,
2542,175,158,115,
2543,163,146,102,
2544,160,141,98,
2545,170,148,99,
2546,189,168,115,
2547,192,170,121,
2548,181,160,113,
2549,164,142,101,
2550,175,152,108,
2551,199,177,130,
2552,165,143,104,
2553,148,129,87,
2554,207,185,138,
2555,168,146,97,
2556,149,129,96,
2557,167,146,99,
2558,188,165,124,
2559,181,158,114,
2560,158,135,93,
2561,155,134,91,
2562,160,143,99,
2563,169,152,106,
2564,181,160,115,
2565,160,138,91,
2566,169,145,99,
2567,184,161,111,
2568,199,176,126,
2569,207,181,132,
2570,201,175,124,
2571,196,171,115,
2572,217,194,140,
2573,196,173,121,
2574,194,171,119,
2575,199,176,124,
2576,201,179,129,
2577,197,175,125,
2578,191,169,119,
2579,195,173,123,
2580,198,178,125,
2581,196,179,125,
2582,194,177,123,
2583,198,181,125,
2584,206,185,128,
2585,209,188,131,
2586,210,189,132,
2587,212,190,133,
2588,209,190,134,
2589,163,160,115,
2590,86,85,64,
2591,88,89,84,
2592,111,114,107,
2593,76,74,62,
2594,76,74,61,
2595,76,72,60,
2596,84,80,68,
2597,78,74,62,
2598,76,72,60,
2599,77,75,62,
2600,73,74,60,
2601,76,77,69,
2602,78,81,72,
2603,80,83,74,
2604,80,87,79,
2605,105,116,110,
2606,103,114,106,
2607,91,101,93,
2608,98,103,97,
2609,89,90,84,
2610,87,87,79,
2611,78,78,68,
2612,76,77,69,
2613,76,77,69,
2614,76,79,72,
2615,73,81,70,
2616,79,91,81,
2617,112,122,121,
2618,107,117,118,
2619,113,123,124,
2620,119,129,130,
2621,108,118,119,
2622,112,122,123,
2623,119,129,130,
2624,113,123,124,
2625,111,121,122,
2626,113,123,124,
2627,108,118,119,
2628,108,118,119,
2629,106,116,117,
2630,103,113,114,
2631,107,117,118,
2632,102,112,111,
2633,94,99,92,
2634,78,84,74,
2635,78,84,74,
2636,84,90,80,
2637,73,78,71,
2638,80,85,78,
2639,86,91,84,
2640,104,113,110,
2641,101,112,106,
2642,90,101,93,
2643,90,100,91,
2644,92,97,90,
2645,88,91,82,
2646,83,85,74,
2647,79,81,70,
2648,79,81,68,
2649,93,88,68,
2650,129,115,88,
2651,149,135,98,
2652,163,150,106,
2653,166,152,107,
2654,174,158,109,
2655,177,161,110,
2656,182,166,115,
2657,184,168,117,
2658,179,163,112,
2659,184,167,115,
2660,186,170,121,
2661,180,163,117,
2662,183,166,120,
2663,176,159,113,
2664,209,191,143,
2665,183,161,112,
2666,171,150,97,
2667,231,208,154,
2668,189,168,115,
2669,169,150,108,
2670,161,143,107,
2671,174,155,113,
2672,175,152,110,
2673,219,195,147,
2674,209,186,136,
2675,186,165,112,
2676,171,149,108,
2677,190,170,119,
2678,170,151,109,
2679,179,158,113,
2680,192,169,127,
2681,195,170,129,
2682,181,158,114,
2683,170,149,104,
2684,184,163,118,
2685,174,153,108,
2686,185,163,116,
2687,189,166,116,
2688,186,163,111,
2689,195,172,122,
2690,187,164,112,
2691,211,188,134,
2692,204,181,127,
2693,203,180,128,
2694,203,180,128,
2695,201,178,126,
2696,194,172,122,
2697,195,173,123,
2698,193,171,121,
2699,195,173,123,
2700,198,178,125,
2701,195,178,124,
2702,200,180,127,
2703,203,184,128,
2704,205,184,127,
2705,209,188,131,
2706,210,189,132,
2707,215,194,137,
2708,212,193,134,
2709,196,189,135,
2710,95,94,66,
2711,77,79,68,
2712,78,81,70,
2713,84,84,72,
2714,74,74,62,
2715,74,70,59,
2716,79,75,64,
2717,77,73,62,
2718,76,72,61,
2719,78,76,64,
2720,76,77,63,
2721,75,75,67,
2722,76,77,69,
2723,78,81,72,
2724,80,85,78,
2725,107,113,109,
2726,86,93,86,
2727,81,86,79,
2728,87,92,88,
2729,90,93,86,
2730,77,78,72,
2731,79,82,73,
2732,80,81,73,
2733,75,76,68,
2734,75,80,73,
2735,75,86,78,
2736,102,113,107,
2737,113,123,125,
2738,114,124,125,
2739,114,124,125,
2740,124,134,135,
2741,108,118,117,
2742,106,116,117,
2743,108,118,119,
2744,109,119,120,
2745,107,117,119,
2746,111,121,123,
2747,110,120,122,
2748,108,118,119,
2749,102,112,113,
2750,101,111,110,
2751,97,107,106,
2752,100,109,104,
2753,88,91,82,
2754,100,103,92,
2755,84,90,80,
2756,87,93,83,
2757,80,86,76,
2758,85,90,83,
2759,78,83,77,
2760,90,101,95,
2761,98,109,103,
2762,96,107,99,
2763,91,101,93,
2764,92,102,94,
2765,86,92,82,
2766,85,87,76,
2767,80,80,68,
2768,76,76,64,
2769,81,78,61,
2770,107,102,80,
2771,129,120,89,
2772,150,141,102,
2773,157,144,102,
2774,171,154,108,
2775,172,156,105,
2776,177,161,110,
2777,175,159,108,
2778,179,161,111,
2779,179,162,110,
2780,185,168,116,
2781,171,153,105,
2782,174,156,110,
2783,179,161,113,
2784,186,166,116,
2785,191,167,121,
2786,187,165,118,
2787,173,150,98,
2788,231,206,149,
2789,217,197,144,
2790,153,136,93,
2791,158,135,101,
2792,168,146,105,
2793,187,161,112,
2794,173,150,106,
2795,200,179,132,
2796,154,131,89,
2797,228,208,158,
2798,166,148,110,
2799,144,130,85,
2800,145,124,81,
2801,211,187,139,
2802,193,166,113,
2803,200,177,125,
2804,233,213,163,
2805,173,155,107,
2806,173,152,105,
2807,185,163,113,
2808,193,170,118,
2809,175,152,102,
2810,201,178,128,
2811,190,168,118,
2812,198,175,125,
2813,194,168,119,
2814,203,177,128,
2815,200,174,125,
2816,186,163,113,
2817,194,172,122,
2818,199,177,127,
2819,197,175,125,
2820,196,176,123,
2821,196,175,122,
2822,204,183,130,
2823,206,185,130,
2824,207,186,129,
2825,208,187,130,
2826,212,191,134,
2827,212,193,135,
2828,209,193,133,
2829,199,188,132,
2830,138,133,104,
2831,83,83,71,
2832,83,83,73,
2833,97,94,85,
2834,71,71,61,
2835,76,73,64,
2836,77,73,64,
2837,78,74,65,
2838,78,74,65,
2839,77,74,65,
2840,77,75,63,
2841,77,74,67,
2842,77,77,67,
2843,75,77,66,
2844,78,81,72,
2845,83,85,82,
2846,79,81,76,
2847,83,82,78,
2848,81,80,76,
2849,89,84,80,
2850,71,64,71,
2851,81,77,78,
2852,82,83,75,
2853,76,77,71,
2854,73,78,71,
2855,79,89,81,
2856,105,115,114,
2857,115,125,127,
2858,117,127,128,
2859,125,135,134,
2860,105,115,114,
2861,100,110,109,
2862,101,111,112,
2863,107,117,118,
2864,103,113,112,
2865,105,115,117,
2866,106,115,120,
2867,106,116,118,
2868,103,113,115,
2869,107,117,118,
2870,105,116,112,
2871,103,114,108,
2872,96,107,99,
2873,77,83,71,
2874,74,80,70,
2875,72,77,71,
2876,106,114,103,
