red,green,blue,red_shift,green_shift,blue_shift
96.875,102.6875,102.6875,0,0,0
100.81299212598425,106.62549212598425,106.62549212598425,0,0,0
100.8759842519685,106.6884842519685,106.6884842519685,0,0,0
92.22022637795276,98.03272637795276,98.03272637795276,0,0,0
91.31446850393701,97.12696850393701,95.18946850393701,0,0,0
88.47121062992126,94.28371062992126,90.40871062992126,0,0,0
91.44045275590551,98.22170275590551,91.44045275590551,0,0,0
94.40969488188976,100.22219488188976,96.34719488188976,0,0,0
90.59768700787401,96.41018700787401,94.47268700787401,0,0,0
87.75442913385827,93.56692913385827,91.62942913385827,0,0,0
83.94242125984252,89.75492125984252,87.81742125984252,0,0,0
82.06791338582677,87.88041338582677,85.94291338582677,0,0,0
85.03715551181102,90.84965551181102,88.91215551181102,0,0,0
87.03764763779527,92.85014763779527,90.91264763779527,0,0,0
90.00688976377953,95.81938976377953,93.88188976377953,0,0,0
89.10113188976378,93.94488188976378,90.06988188976378,0,0,0
79.47662401574803,84.32037401574803,78.50787401574803,0,0,0
88.25836614173228,93.10211614173228,87.28961614173228,0,0,0
79.60260826771653,84.44635826771653,78.63385826771653,0,0,0
72.88435039370079,75.79060039370079,69.00935039370079,0,0,0
72.94734251968504,73.91609251968504,66.16609251968504,0,0,0
76.88533464566929,76.88533464566929,67.19783464566929,0,0,0
77.91707677165354,75.97957677165354,64.35457677165354,0,0,0
73.13631889763779,73.13631889763779,63.44881889763779,0,0,0
75.13681102362204,75.13681102362204,65.44931102362204,0,0,0
74.2310531496063,74.2310531496063,64.5435531496063,0,0,0
73.32529527559055,73.32529527559055,65.57529527559055,0,0,0
76.2945374015748,75.3257874015748,71.4507874015748,0,0,0
83.13877952755905,83.13877952755905,83.13877952755905,0,0,0
96.7642716535433,100.6392716535433,99.6705216535433,0,0,0
84.23351377952756,88.10851377952756,87.13976377952756,0,0,0
93.98400590551181,97.85900590551181,96.89025590551181,0,0,0
87.26574803149606,91.14074803149606,90.17199803149606,0,0,0
80.54749015748031,85.39124015748031,81.51624015748031,0,0,0
83.51673228346456,88.36048228346456,82.54798228346456,0,0,0
79.70472440944881,84.54847440944881,80.67347440944881,0,0,0
78.79896653543307,83.64271653543307,79.76771653543307,0,0,0
99.20570866141732,103.08070866141732,102.11195866141732,0,0,0
91.51870078740157,93.45620078740157,92.48745078740157,0,0,0
75.11294291338582,75.11294291338582,73.17544291338582,0,0,0
78.08218503937007,75.17593503937007,70.33218503937007,0,0,0
77.17642716535433,74.27017716535433,65.55142716535433,0,0,0
75.30191929133858,72.39566929133858,63.67691929133858,0,0,0
74.39616141732284,71.48991141732284,62.77116141732284,0,0,0
73.49040354330708,70.58415354330708,61.86540354330709,0,0,0
70.64714566929135,70.64714566929135,60.95964566929134,0,0,0
72.64763779527559,74.58513779527559,63.92888779527559,0,0,0
75.61687992125985,78.52312992125985,67.86687992125985,0,0,0
70.83612204724409,74.71112204724409,61.148622047244096,0,0,0
70.89911417322836,73.80536417322836,63.14911417322835,0,0,0
76.77460629921259,76.77460629921259,69.02460629921259,0,0,0
74.90009842519686,71.99384842519686,65.21259842519686,0,0,0
77.8693405511811,74.9630905511811,68.1818405511811,0,0,0
77.93233267716536,75.02608267716536,66.30733267716536,0,0,0
73.1515748031496,70.2453248031496,61.52657480314961,0,0,0
73.21456692913387,73.21456692913387,63.52706692913386,0,0,0
73.2775590551181,73.2775590551181,63.59005905511811,0,0,0
73.34055118110237,74.30930118110237,66.55930118110237,0,0,0
77.27854330708661,78.24729330708661,70.49729330708661,0,0,0
78.31028543307087,79.27903543307087,71.52903543307087,0,0,0
76.43577755905511,78.37327755905511,67.71702755905511,0,0,0
78.43626968503938,79.40501968503938,71.65501968503938,0,0,0
79.46801181102362,84.31176181102362,77.53051181102362,0,0,0
83.40600393700788,92.12475393700788,87.28100393700788,0,0,0
87.34399606299212,98.96899606299212,98.96899606299212,0,0,0
103.87573818897638,109.68823818897638,105.81323818897638,0,0,0
89.40748031496062,89.40748031496062,81.65748031496062,0,0,0
76.87672244094489,73.00172244094489,62.34547244094488,0,0,0
77.90846456692913,71.12721456692913,61.43971456692913,0,0,0
75.06520669291339,75.06520669291339,67.31520669291339,0,0,0
76.09694881889763,78.03444881889763,73.19069881889763,0,0,0
81.0036909448819,81.9724409448819,76.1599409448819,0,0,0
77.19168307086613,78.16043307086613,72.34793307086613,0,0,0
79.1921751968504,80.1609251968504,74.3484251968504,0,0,0
87.00516732283464,87.97391732283464,82.16141732283464,0,0,0
84.1619094488189,86.0994094488189,83.1931594488189,0,0,0
90.03740157480314,95.84990157480314,95.84990157480314,0,0,0
97.85039370078741,103.66289370078741,103.66289370078741,0,0,0
97.91338582677164,101.78838582677164,104.69463582677164,0,0,0
97.97637795275591,97.00762795275591,102.82012795275591,0,0,0
95.13312007874015,94.16437007874015,99.00812007874015,0,0,0
91.32111220472441,91.32111220472441,91.32111220472441,0,0,0
80.72785433070865,80.72785433070865,78.79035433070865,0,0,0
90.47834645669292,89.50959645669292,87.57209645669292,0,0,0
82.79133858267716,81.82258858267716,77.94758858267716,0,0,0
81.88558070866142,81.88558070866142,72.19808070866142,0,0,0
80.01107283464567,80.01107283464567,72.26107283464567,0,0,0
81.04281496062993,78.13656496062993,73.29281496062993,0,0,0
78.19955708661418,75.29330708661418,66.57455708661418,0,0,0
78.26254921259843,75.35629921259843,66.63754921259843,0,0,0
71.54429133858268,67.66929133858268,57.01304133858268,0,0,0
79.35728346456693,72.57603346456693,64.82603346456693,0,0,0
78.45152559055119,69.73277559055119,61.014025590551185,0,0,0
75.60826771653544,71.73326771653544,63.01451771653544,0,0,0
81.48375984251969,79.54625984251969,67.92125984251969,0,0,0
73.79675196850394,73.79675196850394,64.10925196850394,0,0,0
78.70349409448819,79.67224409448819,74.82849409448819,0,0,0
71.98523622047244,78.76648622047244,71.01648622047244,0,0,0
73.9857283464567,85.6107283464567,75.9232283464567,0,0,0
79.86122047244095,90.51747047244095,82.76747047244095,0,0,0
80.8929625984252,90.5804625984252,89.6117125984252,0,0,0
100.33095472440945,109.04970472440945,106.14345472440945,0,0,0
85.8626968503937,90.7064468503937,83.9251968503937,0,0,0
83.01943897637796,87.86318897637796,81.08193897637796,0,0,0
93.73868110236221,95.67618110236221,90.83243110236221,0,0,0
103.48917322834646,104.45792322834646,96.70792322834646,0,0,0
96.77091535433071,96.77091535433071,85.14591535433071,0,0,0
82.30265748031496,82.30265748031496,72.61515748031496,0,0,0
73.64689960629921,76.55314960629921,65.89689960629921,0,0,0
73.70989173228347,77.58489173228347,64.02239173228347,0,0,0
73.77288385826772,77.64788385826772,63.11663385826772,0,0,0
89.33587598425197,95.14837598425197,81.58587598425197,0,0,0
79.71136811023622,81.64886811023622,69.05511811023622,0,0,0
80.74311023622047,80.74311023622047,69.11811023622047,0,0,0
78.86860236220473,78.86860236220473,67.24360236220473,0,0,0
81.83784448818898,79.90034448818898,68.27534448818898,0,0,0
82.86958661417323,80.93208661417323,69.30708661417323,0,0,0
84.87007874015748,80.99507874015748,69.37007874015748,0,0,0
85.90182086614173,82.99557086614173,66.52682086614173,0,0,0
81.12106299212599,78.21481299212599,59.808562992125985,0,0,0
101.52780511811024,107.34030511811024,107.34030511811024,0,0,0
99.65329724409449,105.46579724409449,105.46579724409449,0,0,0
103.59128937007874,109.40378937007874,109.40378937007874,0,0,0
103.65428149606299,109.46678149606299,109.46678149606299,0,0,0
98.87352362204724,104.68602362204724,104.68602362204724,0,0,0
95.0615157480315,100.8740157480315,98.9365157480315,0,0,0
96.09325787401575,101.90575787401575,99.96825787401575,0,0,0
101.0,106.8125,104.875,0,0,0
