red,green,blue,red_total,green_total,blue_total,n_total,red_mean,green_mean,blue_mean
119.61928934010152,128.13705583756345,124.09137055837563,23565,25243,24446,197,119.61928934010152,128.13705583756345,124.09137055837563
142.7076923076923,119.56153846153846,139.6076923076923,18552,15543,18149,130,142.7076923076923,119.56153846153846,139.6076923076923
148.8070796460177,99.74690265486726,152.58053097345132,84076,56357,86208,565,148.8070796460177,99.74690265486726,152.58053097345132
160.75177304964538,116.44680851063829,164.70567375886526,45332,32838,46447,282,160.75177304964538,116.44680851063829,164.70567375886526
152.65158371040724,136.12217194570135,99.14932126696833,33736,30083,21912,221,152.65158371040724,136.12217194570135,99.14932126696833
172.30057803468208,140.63005780346822,176.29479768786126,29808,24329,30499,173,172.30057803468208,140.63005780346822,176.29479768786126
164.73160173160173,148.43722943722943,106.78354978354979,38053,34289,24667,231,164.73160173160173,148.43722943722943,106.78354978354979
174.01760563380282,157.49647887323943,112.86619718309859,49421,44729,32054,284,174.01760563380282,157.49647887323943,112.86619718309859
182.40277777777777,166.11944444444444,118.26388888888889,65665,59803,42575,360,182.40277777777777,166.11944444444444,118.26388888888889
193.3262195121951,169.5609756097561,119.15243902439025,63411,55616,39082,328,193.3262195121951,169.5609756097561,119.15243902439025
190.126582278481,179.2405063291139,134.13924050632912,30040,28320,21194,158,190.126582278481,179.2405063291139,134.13924050632912
200.39762611275964,177.16617210682492,123.72403560830861,67534,59705,41695,337,200.39762611275964,177.16617210682492,123.72403560830861
207.5267605633803,183.69014084507043,128.38028169014083,73672,65210,45575,355,207.5267605633803,183.69014084507043,128.38028169014083
214.2225352112676,190.21408450704226,132.78591549295774,76049,67526,47139,355,214.2225352112676,190.21408450704226,132.78591549295774
221.53456221198158,197.88018433179724,137.7004608294931,48073,42940,29881,217,221.53456221198158,197.88018433179724,137.7004608294931
214.25,197.775,153.0,17140,15822,12240,80,214.25,197.775,153.0
238.41772151898735,208.9240506329114,149.36708860759492,18835,16505,11800,79,238.41772151898735,208.9240506329114,149.36708860759492
185.2054794520548,174.26027397260273,176.82191780821918,13520,12721,12908,73,185.2054794520548,174.26027397260273,176.82191780821918
223.7536231884058,207.57971014492753,180.1304347826087,15439,14323,12429,69,223.7536231884058,207.57971014492753,180.1304347826087
191.38888888888889,160.0,198.54166666666666,13780,11520,14295,72,191.38888888888889,160.0,198.54166666666666
205.90697674418604,195.31782945736435,198.51937984496124,26562,25196,25609,129,205.90697674418604,195.31782945736435,198.51937984496124
214.1769911504425,203.89380530973452,208.76106194690266,48404,46080,47180,226,214.1769911504425,203.89380530973452,208.76106194690266
220.72893772893772,209.23809523809524,213.54945054945054,60259,57122,58299,273,220.72893772893772,209.23809523809524,213.54945054945054
224.825,213.315,218.755,44965,42663,43751,200,224.825,213.315,218.755
232.6413043478261,218.7391304347826,214.19565217391303,21403,20124,19706,92,232.6413043478261,218.7391304347826,214.19565217391303
229.5514705882353,217.49264705882354,223.1764705882353,31219,29579,30352,136,229.5514705882353,217.49264705882354,223.1764705882353
234.79545454545453,221.67045454545453,226.54545454545453,20662,19507,19936,88,234.79545454545453,221.67045454545453,226.54545454545453
240.125,228.875,232.875,1921,1831,1863,8,240.125,228.875,232.875
,,,0,0,0,0,,,
,,,0,0,0,0,,,
,,,0,0,0,0,,,
,,,0,0,0,0,,,
,,,0,0,0,0,,,
