red,green,blue,red_shift,green_shift,blue_shift
75.0,79.5,79.5,0,0,0
78.25098039215686,82.75098039215686,82.75098039215686,0,0,0
78.50196078431372,83.00196078431372,83.00196078431372,0,0,0
72.00294117647059,76.50294117647059,76.50294117647059,0,0,0
71.50392156862745,76.00392156862745,74.50392156862745,0,0,0
69.50490196078431,74.00490196078431,71.00490196078431,0,0,0
72.00588235294117,77.25588235294117,72.00588235294117,0,0,0
74.50686274509803,79.00686274509803,76.00686274509803,0,0,0
71.7578431372549,76.2578431372549,74.7578431372549,0,0,0
69.75882352941176,74.25882352941176,72.75882352941176,0,0,0
67.00980392156863,71.50980392156863,70.00980392156863,0,0,0
65.76078431372548,70.26078431372548,68.76078431372548,0,0,0
68.26176470588236,72.76176470588236,71.26176470588236,0,0,0
70.01274509803922,74.51274509803922,73.01274509803922,0,0,0
72.51372549019608,77.01372549019608,75.51372549019608,0,0,0
72.01470588235294,75.76470588235294,72.76470588235294,0,0,0
64.7656862745098,68.5156862745098,64.0156862745098,0,0,0
71.76666666666667,75.51666666666667,71.01666666666667,0,0,0
65.26764705882353,69.01764705882353,64.51764705882353,0,0,0
60.26862745098039,62.51862745098039,57.26862745098039,0,0,0
60.51960784313725,61.26960784313725,55.26960784313725,0,0,0
63.77058823529412,63.77058823529412,56.27058823529412,0,0,0
64.77156862745099,63.27156862745098,54.27156862745098,0,0,0
61.272549019607844,61.272549019607844,53.772549019607844,0,0,0
63.023529411764706,63.023529411764706,55.523529411764706,0,0,0
62.52450980392157,62.52450980392157,55.02450980392157,0,0,0
62.02549019607843,62.02549019607843,56.02549019607843,0,0,0
64.5264705882353,63.77647058823529,60.77647058823529,0,0,0
70.02745098039216,70.02745098039216,70.02745098039216,0,0,0
80.77843137254902,83.77843137254902,83.02843137254902,0,0,0
71.27941176470588,74.27941176470588,73.52941176470588,0,0,0
79.03039215686275,82.03039215686275,81.28039215686275,0,0,0
74.03137254901961,77.03137254901961,76.28137254901961,0,0,0
69.03235294117647,72.78235294117647,69.78235294117647,0,0,0
71.53333333333333,75.28333333333333,70.78333333333333,0,0,0
68.7843137254902,72.5343137254902,69.5343137254902,0,0,0
68.28529411764706,72.03529411764706,69.03529411764706,0,0,0
84.28627450980392,87.28627450980392,86.53627450980392,0,0,0
78.53725490196078,80.03725490196078,79.28725490196078,0,0,0
66.03823529411764,66.03823529411764,64.53823529411764,0,0,0
68.5392156862745,66.2892156862745,62.53921568627451,0,0,0
68.04019607843136,65.79019607843136,59.04019607843137,0,0,0
66.79117647058823,64.54117647058823,57.79117647058823,0,0,0
66.2921568627451,64.0421568627451,57.2921568627451,0,0,0
65.79313725490196,63.543137254901964,56.793137254901964,0,0,0
63.794117647058826,63.794117647058826,56.294117647058826,0,0,0
65.54509803921569,67.04509803921569,58.79509803921569,0,0,0
68.04607843137255,70.29607843137255,62.04607843137255,0,0,0
64.54705882352941,67.54705882352941,57.04705882352941,0,0,0
64.79803921568627,67.04803921568627,58.79803921568627,0,0,0
69.54901960784314,69.54901960784314,63.549019607843135,0,0,0
68.3,66.05,60.8,0,0,0
70.80098039215686,68.55098039215686,63.30098039215686,0,0,0
71.05196078431372,68.80196078431372,62.05196078431372,0,0,0
67.5529411764706,65.3029411764706,58.55294117647059,0,0,0
