red,green,blue,red_total,green_total,blue_total,n_total,red_mean,green_mean,blue_mean
204.16470588235293,180.43529411764706,134.3294117647059,0,0,0,0,0,0,0
204.32911392405063,182.60759493670886,135.0379746835443,0,0,0,0,0,0,0
205.33333333333334,181.80555555555554,137.76388888888889,0,0,0,0,0,0,0
204.10526315789474,182.0,141.98245614035088,0,0,0,0,0,0,0
208.93939393939394,186.4848484848485,135.62121212121212,0,0,0,0,0,0,0
212.46835443037975,187.9493670886076,133.65822784810126,0,0,0,0,0,0,0
211.1888888888889,187.35555555555555,138.62222222222223,0,0,0,0,0,0,0
211.03225806451613,187.41935483870967,141.58064516129033,0,0,0,0,0,0,0
213.09615384615384,191.17307692307693,138.59615384615384,0,0,0,0,0,0,0
214.0408163265306,190.3877551020408,141.6122448979592,0,0,0,0,0,0,0
213.25925925925927,190.9814814814815,144.74074074074073,0,0,0,0,0,0,0
215.31147540983608,192.47540983606558,144.36065573770492,0,0,0,0,0,0,0
213.64285714285714,191.92857142857142,149.6904761904762,0,0,0,0,0,0,0
217.14285714285714,194.8,146.05714285714285,0,0,0,0,0,0,0
214.70833333333334,195.04166666666666,151.125,0,0,0,0,0,0,0
211.69565217391303,188.47826086956522,163.65217391304347,0,0,0,0,0,0,0
216.52,193.92,156.52,0,0,0,0,0,0,0
218.53846153846155,197.42307692307693,153.8846153846154,0,0,0,0,0,0,0
214.66666666666666,193.9047619047619,164.28571428571428,0,0,0,0,0,0,0
213.1578947368421,193.57894736842104,169.0,0,0,0,0,0,0,0
221.14285714285714,198.14285714285714,160.0,0,0,0,0,0,0,0
213.9,196.55,171.8,0,0,0,0,0,0,0
220.5,198.66666666666666,166.0,0,0,0,0,0,0,0
218.0625,198.25,171.375,0,0,0,0,0,0,0
218.6,199.3,172.7,0,0,0,0,0,0,0
225.6206896551724,203.17241379310346,165.27586206896552,0,0,0,0,0,0,0
214.95238095238096,198.14285714285714,183.76190476190476,0,0,0,0,0,0,0
224.5625,203.875,171.3125,0,0,0,0,0,0,0
215.96,200.72,185.92,0,0,0,0,0,0,0
217.0909090909091,202.0909090909091,186.54545454545453,0,0,0,0,0,0,0
219.6153846153846,203.15384615384616,186.23076923076923,0,0,0,0,0,0,0
212.0,201.16,198.76,0,0,0,0,0,0,0
218.33333333333334,203.33333333333334,192.96296296296296,0,0,0,0,0,0,0
215.03846153846155,202.8846153846154,200.23076923076923,0,0,0,0,0,0,0
213.77777777777777,202.8148148148148,204.14814814814815,0,0,0,0,0,0,0
216.575,204.8,202.6,0,0,0,0,0,0,0
215.47222222222223,204.75,206.63888888888889,0,0,0,0,0,0,0
215.8421052631579,205.60526315789474,208.57894736842104,0,0,0,0,0,0,0
217.57142857142858,206.28571428571428,209.0612244897959,0,0,0,0,0,0,0
218.33333333333334,207.16666666666666,210.57407407407408,0,0,0,0,0,0,0
220.0612244897959,208.46938775510205,210.40816326530611,0,0,0,0,0,0,0
220.72727272727272,209.1818181818182,212.27272727272728,0,0,0,0,0,0,0
221.2537313432836,209.65671641791045,213.955223880597,0,0,0,0,0,0,0
222.92156862745097,210.72549019607843,214.41176470588235,0,0,0,0,0,0,0
