red,green,blue,closest_id,closest_dist,r_cluster,g_cluster,b_cluster
140,94,143,31,38.845070876085465,125.96825396825396,125.96825396825396,125.96825396825396
140,93,145,31,40.57096281124709,125.96825396825396,125.96825396825396,125.96825396825396
140,96,147,31,39.208678678948814,125.96825396825396,125.96825396825396,125.96825396825396
147,105,153,33,37.01966750678516,134.09523809523807,134.09523809523807,134.09523809523807
137,102,144,31,31.95810513389452,125.96825396825396,125.96825396825396,125.96825396825396
133,120,137,32,12.569925355052623,130.03174603174602,130.03174603174602,130.03174603174602
103,112,111,27,7.208271892310205,109.71428571428571,109.71428571428571,109.71428571428571
103,115,115,27,10.04784472777468,109.71428571428571,109.71428571428571,109.71428571428571
101,111,112,27,9.100347604933132,109.71428571428571,109.71428571428571,109.71428571428571
95,105,104,25,7.801292603712395,101.58730158730158,101.58730158730158,101.58730158730158
106,116,115,28,8.180826726311093,113.77777777777777,113.77777777777777,113.77777777777777
105,115,114,27,8.278321825400242,109.71428571428571,109.71428571428571,109.71428571428571
104,116,114,27,9.514757603055267,109.71428571428571,109.71428571428571,109.71428571428571
100,115,112,27,11.292945242269527,109.71428571428571,109.71428571428571,109.71428571428571
101,116,113,27,11.235875486991821,109.71428571428571,109.71428571428571,109.71428571428571
104,119,116,28,11.305521430469927,113.77777777777777,113.77777777777777,113.77777777777777
101,116,111,27,10.821369636803215,109.71428571428571,109.71428571428571,109.71428571428571
99,114,109,26,11.187470045395829,105.65079365079364,105.65079365079364,105.65079365079364
98,113,108,26,10.865737339057612,105.65079365079364,105.65079365079364,105.65079365079364
102,115,108,27,9.507247503985619,109.71428571428571,109.71428571428571,109.71428571428571
99,111,109,26,9.168655731424908,105.65079365079364,105.65079365079364,105.65079365079364
91,102,94,24,8.661039512793877,97.52380952380952,97.52380952380952,97.52380952380952
79,90,82,21,8.544003745317529,85.33333333333333,85.33333333333333,85.33333333333333
93,104,100,24,8.278732690816055,97.52380952380952,97.52380952380952,97.52380952380952
83,93,85,21,8.020806277010646,85.33333333333333,85.33333333333333,85.33333333333333
86,94,83,22,8.581783868246742,89.39682539682539,89.39682539682539,89.39682539682539
108,113,106,27,5.2469621920591285,109.71428571428571,109.71428571428571,109.71428571428571
85,91,81,21,7.14142842854285,85.33333333333333,85.33333333333333,85.33333333333333
82,88,78,20,7.517980462485653,81.26984126984127,81.26984126984127,81.26984126984127
83,89,79,21,7.681145747868605,85.33333333333333,85.33333333333333,85.33333333333333
89,95,85,22,7.133379956191547,89.39682539682539,89.39682539682539,89.39682539682539
83,91,80,21,8.124038404635959,85.33333333333333,85.33333333333333,85.33333333333333
93,101,90,23,8.30858001644353,93.46031746031746,93.46031746031746,93.46031746031746
88,96,85,22,8.05512939681265,89.39682539682539,89.39682539682539,89.39682539682539
89,96,88,22,6.760954549824469,89.39682539682539,89.39682539682539,89.39682539682539
83,93,85,21,8.020806277010646,85.33333333333333,85.33333333333333,85.33333333333333
85,95,87,22,7.5148127845407355,89.39682539682539,89.39682539682539,89.39682539682539
83,90,83,21,5.715476066494082,85.33333333333333,85.33333333333333,85.33333333333333
86,92,82,21,7.483314773547885,85.33333333333333,85.33333333333333,85.33333333333333
82,86,72,20,10.432520814825928,81.26984126984127,81.26984126984127,81.26984126984127
75,75,63,17,10.347295081086989,69.07936507936508,69.07936507936508,69.07936507936508
84,82,69,19,11.682334798065378,77.2063492063492,77.2063492063492,77.2063492063492
105,98,70,22,26.338384658607904,89.39682539682539,89.39682539682539,89.39682539682539
162,150,110,35,38.59955862346001,142.22222222222223,142.22222222222223,142.22222222222223
167,154,109,35,43.08561674585117,142.22222222222223,142.22222222222223,142.22222222222223
178,164,117,38,45.254692026526065,154.4126984126984,154.4126984126984,154.4126984126984
183,167,118,38,47.97456179046506,154.4126984126984,154.4126984126984,154.4126984126984
188,171,119,39,50.86128929057264,158.47619047619048,158.47619047619048,158.47619047619048
192,175,123,40,50.858198074779,162.53968253968253,162.53968253968253,162.53968253968253
190,173,119,40,52.52800426485262,162.53968253968253,162.53968253968253,162.53968253968253
186,171,116,39,52.14050875337931,158.47619047619048,158.47619047619048,158.47619047619048
172,154,104,35,49.863517428781236,142.22222222222223,142.22222222222223,142.22222222222223
171,155,106,35,47.994598461509,142.22222222222223,142.22222222222223,142.22222222222223
166,149,105,34,44.633740868149395,138.15873015873015,138.15873015873015,138.15873015873015
159,141,101,33,41.99068571808312,134.09523809523807,134.09523809523807,134.09523809523807
155,136,93,32,45.05978224328816,130.03174603174602,130.03174603174602,130.03174603174602
226,204,154,48,52.183350226066615,195.04761904761904,195.04761904761904,195.04761904761904
219,194,140,45,57.15946187318993,182.85714285714283,182.85714285714283,182.85714285714283
212,185,132,43,57.62271403788144,174.73015873015873,174.73015873015873,174.73015873015873
202,176,125,41,55.426164514369916,166.60317460317458,166.60317460317458,166.60317460317458
198,175,123,41,54.38293994644316,166.60317460317458,166.60317460317458,166.60317460317458
183,161,114,38,49.938087140389335,154.4126984126984,154.4126984126984,154.4126984126984
166,145,100,34,47.72869123223737,138.15873015873015,138.15873015873015,138.15873015873015
154,135,95,32,42.736213868480995,130.03174603174602,130.03174603174602,130.03174603174602
158,134,96,32,44.228158536825596,130.03174603174602,130.03174603174602,130.03174603174602
200,175,119,41,58.75301571520514,166.60317460317458,166.60317460317458,166.60317460317458
200,181,141,43,42.60985091869814,174.73015873015873,174.73015873015873,174.73015873015873
132,123,92,28,29.855826405751532,113.77777777777777,113.77777777777777,113.77777777777777
145,139,103,32,32.17442306587752,130.03174603174602,130.03174603174602,130.03174603174602
153,145,109,33,33.25770331715606,134.09523809523807,134.09523809523807,134.09523809523807
152,151,107,34,36.4327521203067,138.15873015873015,138.15873015873015,138.15873015873015
179,169,118,38,46.294809348759,154.4126984126984,154.4126984126984,154.4126984126984
147,138,97,31,37.76581776799707,125.96825396825396,125.96825396825396,125.96825396825396
160,149,104,34,41.968953359684015,138.15873015873015,138.15873015873015,138.15873015873015
233,211,154,49,57.66120719179243,199.1111111111111,199.1111111111111,199.1111111111111
231,202,146,47,61.206137209011764,190.984126984127,190.984126984127,190.984126984127
185,162,110,37,54.44701044441366,150.34920634920633,150.34920634920633,150.34920634920633
182,164,114,38,49.86142550700215,154.4126984126984,154.4126984126984,154.4126984126984
191,168,116,39,54.33900892688845,158.47619047619048,158.47619047619048,158.47619047619048
