red,green,blue,red_shift,green_shift,blue_shift
0.0,0.0,0.0,0,0,0
8.258064516129032,8.258064516129032,8.258064516129032,0,0,0
16.516129032258064,16.516129032258064,16.516129032258064,0,0,0
24.774193548387096,24.774193548387096,24.774193548387096,0,0,0
33.03225806451613,33.03225806451613,33.03225806451613,0,0,0
41.29032258064516,41.29032258064516,41.29032258064516,0,0,0
49.54838709677419,49.54838709677419,49.54838709677419,0,0,0
57.806451612903224,57.806451612903224,57.806451612903224,0,0,0
66.06451612903226,66.06451612903226,66.06451612903226,0,0,0
74.32258064516128,74.32258064516128,74.32258064516128,0,0,0
82.58064516129032,82.58064516129032,82.58064516129032,0,0,0
90.83870967741936,90.83870967741936,90.83870967741936,0,0,0
99.09677419354838,99.09677419354838,99.09677419354838,0,0,0
107.35483870967741,107.35483870967741,107.35483870967741,0,0,0
115.61290322580645,115.61290322580645,115.61290322580645,0,0,0
123.87096774193549,123.87096774193549,123.87096774193549,0,0,0
132.1290322580645,132.1290322580645,132.1290322580645,0,0,0
140.38709677419354,140.38709677419354,140.38709677419354,0,0,0
148.64516129032256,148.64516129032256,148.64516129032256,0,0,0
156.90322580645162,156.90322580645162,156.90322580645162,0,0,0
165.16129032258064,165.16129032258064,165.16129032258064,0,0,0
173.41935483870967,173.41935483870967,173.41935483870967,0,0,0
181.67741935483872,181.67741935483872,181.67741935483872,0,0,0
189.93548387096774,189.93548387096774,189.93548387096774,0,0,0
198.19354838709677,198.19354838709677,198.19354838709677,0,0,0
206.4516129032258,206.4516129032258,206.4516129032258,0,0,0
214.70967741935482,214.70967741935482,214.70967741935482,0,0,0
222.96774193548387,222.96774193548387,222.96774193548387,0,0,0
231.2258064516129,231.2258064516129,231.2258064516129,0,0,0
239.48387096774192,239.48387096774192,239.48387096774192,0,0,0
247.74193548387098,247.74193548387098,247.74193548387098,0,0,0
256.0,256.0,256.0,0,0,0
